UID,Country,City,Aridity_Index
Winnipeg.1,Canada,Winnipeg,5940
Winnipeg.2,Canada,Winnipeg,5945
Winnipeg.3,Canada,Winnipeg,5902
Winnipeg.4,Canada,Winnipeg,6107
Winnipeg.5,Canada,Winnipeg,6255
Winnipeg.6,Canada,Winnipeg,5990
Winnipeg.7,Canada,Winnipeg,5908
Winnipeg.8,Canada,Winnipeg,5924
Winnipeg.9,Canada,Winnipeg,5966
Winnipeg.10,Canada,Winnipeg,6160
Winnipeg.11,Canada,Winnipeg,6347
Winnipeg.12,Canada,Winnipeg,6524
Winnipeg.13,Canada,Winnipeg,6641
Winnipeg.14,Canada,Winnipeg,6136
Winnipeg.15,Canada,Winnipeg,6047
Winnipeg.16,Canada,Winnipeg,5949
Winnipeg.17,Canada,Winnipeg,5875
Winnipeg.18,Canada,Winnipeg,5767
Winnipeg.19,Canada,Winnipeg,6096
Winnipeg.20,Canada,Winnipeg,6505
Winnipeg.21,Canada,Winnipeg,6805
Winnipeg.22,Canada,Winnipeg,6893
Winnipeg.23,Canada,Winnipeg,6063
Winnipeg.24,Canada,Winnipeg,5952
Winnipeg.25,Canada,Winnipeg,5886
Winnipeg.26,Canada,Winnipeg,5907
Winnipeg.27,Canada,Winnipeg,5929
Winnipeg.28,Canada,Winnipeg,6182
Winnipeg.29,Canada,Winnipeg,6610
Winnipeg.30,Canada,Winnipeg,6986
Winnipeg.31,Canada,Winnipeg,6996
Winnipeg.32,Canada,Winnipeg,5988
Winnipeg.33,Canada,Winnipeg,5893
Winnipeg.34,Canada,Winnipeg,5968
Winnipeg.35,Canada,Winnipeg,6009
Winnipeg.36,Canada,Winnipeg,6188
Winnipeg.37,Canada,Winnipeg,6386
Winnipeg.38,Canada,Winnipeg,6778
Winnipeg.39,Canada,Winnipeg,6832
Winnipeg.40,Canada,Winnipeg,5986
Winnipeg.41,Canada,Winnipeg,6020
Winnipeg.42,Canada,Winnipeg,6025
Winnipeg.43,Canada,Winnipeg,6118
Winnipeg.44,Canada,Winnipeg,6201
