UID,Country,City,Aridity_Index
Portland_OR.1,USA,Portland_OR,9096
Portland_OR.2,USA,Portland_OR,9344
Portland_OR.3,USA,Portland_OR,10161
Portland_OR.4,USA,Portland_OR,11866
Portland_OR.5,USA,Portland_OR,18122
Portland_OR.6,USA,Portland_OR,11711
Portland_OR.7,USA,Portland_OR,9436
Portland_OR.8,USA,Portland_OR,9230
Portland_OR.9,USA,Portland_OR,10041
Portland_OR.10,USA,Portland_OR,12140
Portland_OR.11,USA,Portland_OR,12563
Portland_OR.12,USA,Portland_OR,17495
Portland_OR.13,USA,Portland_OR,13125
Portland_OR.14,USA,Portland_OR,14183
Portland_OR.15,USA,Portland_OR,9540
Portland_OR.16,USA,Portland_OR,9137
Portland_OR.17,USA,Portland_OR,9138
Portland_OR.18,USA,Portland_OR,12945
Portland_OR.19,USA,Portland_OR,14062
Portland_OR.20,USA,Portland_OR,17641
Portland_OR.21,USA,Portland_OR,13617
Portland_OR.22,USA,Portland_OR,11119
Portland_OR.23,USA,Portland_OR,10480
Portland_OR.24,USA,Portland_OR,13790
Portland_OR.25,USA,Portland_OR,8575
Portland_OR.26,USA,Portland_OR,12444
Portland_OR.27,USA,Portland_OR,18108
Portland_OR.28,USA,Portland_OR,15797
Portland_OR.29,USA,Portland_OR,13093
Portland_OR.30,USA,Portland_OR,11172
Portland_OR.31,USA,Portland_OR,13499
Portland_OR.32,USA,Portland_OR,22742
Portland_OR.33,USA,Portland_OR,24535
Portland_OR.34,USA,Portland_OR,16216
Portland_OR.35,USA,Portland_OR,14220
Portland_OR.36,USA,Portland_OR,18061
Portland_OR.37,USA,Portland_OR,22837
