UID,Country,City,Aridity_Index
Pittsburgh.1,USA,Pittsburgh,8647
Pittsburgh.2,USA,Pittsburgh,8482
Pittsburgh.3,USA,Pittsburgh,8332
Pittsburgh.4,USA,Pittsburgh,8756
Pittsburgh.5,USA,Pittsburgh,8577
Pittsburgh.6,USA,Pittsburgh,8308
Pittsburgh.7,USA,Pittsburgh,8337
Pittsburgh.8,USA,Pittsburgh,7826
Pittsburgh.9,USA,Pittsburgh,8234
Pittsburgh.10,USA,Pittsburgh,8591
Pittsburgh.11,USA,Pittsburgh,8613
Pittsburgh.12,USA,Pittsburgh,8593
Pittsburgh.13,USA,Pittsburgh,8506
Pittsburgh.14,USA,Pittsburgh,7953
Pittsburgh.15,USA,Pittsburgh,8083
Pittsburgh.16,USA,Pittsburgh,8313
Pittsburgh.17,USA,Pittsburgh,8738
Pittsburgh.18,USA,Pittsburgh,9027
Pittsburgh.19,USA,Pittsburgh,8657
Pittsburgh.20,USA,Pittsburgh,8419
Pittsburgh.21,USA,Pittsburgh,8166
Pittsburgh.22,USA,Pittsburgh,7795
Pittsburgh.23,USA,Pittsburgh,7920
Pittsburgh.24,USA,Pittsburgh,8474
Pittsburgh.25,USA,Pittsburgh,8968
Pittsburgh.26,USA,Pittsburgh,9035
Pittsburgh.27,USA,Pittsburgh,8358
Pittsburgh.28,USA,Pittsburgh,8124
Pittsburgh.29,USA,Pittsburgh,8111
Pittsburgh.30,USA,Pittsburgh,8361
Pittsburgh.31,USA,Pittsburgh,8684
Pittsburgh.32,USA,Pittsburgh,8888
Pittsburgh.33,USA,Pittsburgh,8829
Pittsburgh.34,USA,Pittsburgh,9220
Pittsburgh.35,USA,Pittsburgh,8528
Pittsburgh.36,USA,Pittsburgh,8557
Pittsburgh.37,USA,Pittsburgh,8938
Pittsburgh.38,USA,Pittsburgh,9298
