UID,Country,City,Aridity_Index
Sydney.1,Australia,Sydney,6345
Sydney.2,Australia,Sydney,6884
Sydney.3,Australia,Sydney,7399
Sydney.4,Australia,Sydney,7383
Sydney.5,Australia,Sydney,5635
Sydney.6,Australia,Sydney,5406
Sydney.7,Australia,Sydney,5686
Sydney.8,Australia,Sydney,6429
Sydney.9,Australia,Sydney,6993
Sydney.10,Australia,Sydney,7610
Sydney.11,Australia,Sydney,5331
Sydney.12,Australia,Sydney,5583
Sydney.13,Australia,Sydney,5222
Sydney.14,Australia,Sydney,5519
Sydney.15,Australia,Sydney,5927
Sydney.16,Australia,Sydney,6684
Sydney.17,Australia,Sydney,7881
Sydney.18,Australia,Sydney,5312
Sydney.19,Australia,Sydney,5269
Sydney.20,Australia,Sydney,5673
Sydney.21,Australia,Sydney,5665
Sydney.22,Australia,Sydney,6705
Sydney.23,Australia,Sydney,7290
Sydney.24,Australia,Sydney,8303
Sydney.25,Australia,Sydney,5257
Sydney.26,Australia,Sydney,5144
Sydney.27,Australia,Sydney,5395
Sydney.28,Australia,Sydney,6041
Sydney.29,Australia,Sydney,7402
Sydney.30,Australia,Sydney,8438
Sydney.31,Australia,Sydney,8902
Sydney.32,Australia,Sydney,5294
Sydney.33,Australia,Sydney,5705
Sydney.34,Australia,Sydney,6320
Sydney.35,Australia,Sydney,7728
Sydney.36,Australia,Sydney,8123
