UID,Country,City,GMIS_Mean
Sudbury.1,Canada,Sudbury,0
Sudbury.2,Canada,Sudbury,0
Sudbury.3,Canada,Sudbury,0
Sudbury.4,Canada,Sudbury,0
Sudbury.5,Canada,Sudbury,0
Sudbury.6,Canada,Sudbury,10.511041009463723
Sudbury.7,Canada,Sudbury,19.3015873015873
Sudbury.8,Canada,Sudbury,29.30031948881789
Sudbury.9,Canada,Sudbury,0
Sudbury.10,Canada,Sudbury,0
Sudbury.11,Canada,Sudbury,0
Sudbury.12,Canada,Sudbury,0
Sudbury.13,Canada,Sudbury,0
Sudbury.14,Canada,Sudbury,0.46006389776357826
Sudbury.15,Canada,Sudbury,59.0828025477707
Sudbury.16,Canada,Sudbury,0
Sudbury.17,Canada,Sudbury,0
Sudbury.18,Canada,Sudbury,0
Sudbury.19,Canada,Sudbury,0
Sudbury.20,Canada,Sudbury,0
