UID,Country,City,GMIS_Mean
Salem.1,USA,Salem,0
Salem.2,USA,Salem,0
Salem.3,USA,Salem,0
Salem.4,USA,Salem,0
Salem.5,USA,Salem,3.0550161812297736
Salem.6,USA,Salem,0
Salem.7,USA,Salem,0
Salem.8,USA,Salem,0
Salem.9,USA,Salem,3.8284789644012944
Salem.10,USA,Salem,14.74757281553398
Salem.11,USA,Salem,0
Salem.12,USA,Salem,3.07741935483871
Salem.13,USA,Salem,1.0321543408360128
Salem.14,USA,Salem,2.9067524115755625
Salem.15,USA,Salem,2.26537216828479
Salem.16,USA,Salem,76.7
Salem.17,USA,Salem,6.279742765273312
Salem.18,USA,Salem,0
Salem.19,USA,Salem,0
Salem.20,USA,Salem,0.7152103559870551
Salem.21,USA,Salem,0
Salem.22,USA,Salem,0
Salem.23,USA,Salem,27.862179487179485
Salem.24,USA,Salem,45.88673139158576
Salem.25,USA,Salem,2
Salem.26,USA,Salem,0
Salem.27,USA,Salem,3.0544871794871793
Salem.28,USA,Salem,0
Salem.29,USA,Salem,0
Salem.30,USA,Salem,0.2931596091205212
Salem.31,USA,Salem,0
Salem.32,USA,Salem,0
Salem.33,USA,Salem,0
Salem.34,USA,Salem,0.07467532467532467
Salem.35,USA,Salem,0
Salem.36,USA,Salem,0
Salem.37,USA,Salem,0
Salem.38,USA,Salem,0
