UID,Country,City,GMIS_Mean
Armidale.1,Australia,Armidale,0
Armidale.2,Australia,Armidale,0
Armidale.3,Australia,Armidale,0
Armidale.4,Australia,Armidale,0
Armidale.5,Australia,Armidale,0
Armidale.6,Australia,Armidale,0
Armidale.7,Australia,Armidale,0
Armidale.8,Australia,Armidale,0
Armidale.9,Australia,Armidale,0
Armidale.10,Australia,Armidale,0
Armidale.11,Australia,Armidale,0
Armidale.12,Australia,Armidale,0
Armidale.13,Australia,Armidale,0
Armidale.14,Australia,Armidale,0
Armidale.15,Australia,Armidale,0
Armidale.16,Australia,Armidale,0
Armidale.17,Australia,Armidale,0
Armidale.18,Australia,Armidale,0.4645669291338583
Armidale.19,Australia,Armidale,0
Armidale.20,Australia,Armidale,0
Armidale.21,Australia,Armidale,17.932806324110672
Armidale.22,Australia,Armidale,0
Armidale.23,Australia,Armidale,0
Armidale.24,Australia,Armidale,0
Armidale.25,Australia,Armidale,0
Armidale.26,Australia,Armidale,0
Armidale.27,Australia,Armidale,0
Armidale.28,Australia,Armidale,0
Armidale.29,Australia,Armidale,0
Armidale.30,Australia,Armidale,0
Armidale.31,Australia,Armidale,0
Armidale.32,Australia,Armidale,0
Armidale.33,Australia,Armidale,0
Armidale.34,Australia,Armidale,0
Armidale.35,Australia,Armidale,0
Armidale.36,Australia,Armidale,0
Armidale.37,Australia,Armidale,0
Armidale.38,Australia,Armidale,0
Armidale.39,Australia,Armidale,0
Armidale.40,Australia,Armidale,0
