UID,Country,City,GMIS_Mean
Fergus.1,Canada,Fergus,0
Fergus.2,Canada,Fergus,0
Fergus.3,Canada,Fergus,0
Fergus.4,Canada,Fergus,3.347826086956522
Fergus.5,Canada,Fergus,0.7591973244147158
Fergus.6,Canada,Fergus,32.269102990033225
Fergus.7,Canada,Fergus,0
Fergus.8,Canada,Fergus,0.7625418060200669
Fergus.9,Canada,Fergus,0
Fergus.10,Canada,Fergus,0
Fergus.11,Canada,Fergus,0
Fergus.12,Canada,Fergus,0
Fergus.13,Canada,Fergus,1.076158940397351
Fergus.14,Canada,Fergus,0
Fergus.15,Canada,Fergus,0
Fergus.16,Canada,Fergus,0
Fergus.17,Canada,Fergus,0
Fergus.18,Canada,Fergus,0
Fergus.19,Canada,Fergus,0.9933993399339934
Fergus.20,Canada,Fergus,0
