UID,Country,City,GMIS_Mean
Sacramento.1,USA,Sacramento,0
Sacramento.2,USA,Sacramento,0
Sacramento.3,USA,Sacramento,0
Sacramento.4,USA,Sacramento,59.17328519855596
Sacramento.5,USA,Sacramento,0
Sacramento.6,USA,Sacramento,0
Sacramento.7,USA,Sacramento,54.57761732851986
Sacramento.8,USA,Sacramento,42.057761732851986
Sacramento.9,USA,Sacramento,49.643884892086334
Sacramento.10,USA,Sacramento,65.14801444043322
Sacramento.11,USA,Sacramento,39.144404332129966
Sacramento.12,USA,Sacramento,0
Sacramento.13,USA,Sacramento,0
Sacramento.14,USA,Sacramento,34.361702127659576
Sacramento.15,USA,Sacramento,74.86120996441281
Sacramento.16,USA,Sacramento,36.791519434628974
Sacramento.17,USA,Sacramento,56.31785714285714
Sacramento.18,USA,Sacramento,63.667857142857144
Sacramento.19,USA,Sacramento,57.57142857142857
Sacramento.20,USA,Sacramento,0
Sacramento.21,USA,Sacramento,0
Sacramento.22,USA,Sacramento,60.718861209964416
Sacramento.23,USA,Sacramento,80.13167259786476
Sacramento.24,USA,Sacramento,58.042857142857144
Sacramento.25,USA,Sacramento,14.346428571428572
Sacramento.26,USA,Sacramento,57.07142857142857
Sacramento.27,USA,Sacramento,33.63214285714286
Sacramento.28,USA,Sacramento,0
Sacramento.29,USA,Sacramento,0
Sacramento.30,USA,Sacramento,8.985401459854014
Sacramento.31,USA,Sacramento,81.17857142857143
Sacramento.32,USA,Sacramento,45.35401459854015
Sacramento.33,USA,Sacramento,44.58695652173913
Sacramento.34,USA,Sacramento,63.90714285714286
Sacramento.35,USA,Sacramento,39.312056737588655
Sacramento.36,USA,Sacramento,0
Sacramento.37,USA,Sacramento,4.524822695035461
Sacramento.38,USA,Sacramento,52.213523131672595
Sacramento.39,USA,Sacramento,37.72857142857143
Sacramento.40,USA,Sacramento,47.330960854092524
Sacramento.41,USA,Sacramento,22.975
Sacramento.42,USA,Sacramento,3.9609929078014185
Sacramento.43,USA,Sacramento,2.9113475177304964
Sacramento.44,USA,Sacramento,23.708185053380785
