UID,Country,City,Aridity_Index
Tokyo.1,Japan,Tokyo,12299
Tokyo.2,Japan,Tokyo,12299
Tokyo.3,Japan,Tokyo,12284
Tokyo.4,Japan,Tokyo,12412
Tokyo.5,Japan,Tokyo,11006
Tokyo.6,Japan,Tokyo,10807
Tokyo.7,Japan,Tokyo,12448
Tokyo.8,Japan,Tokyo,12472
Tokyo.9,Japan,Tokyo,12459
Tokyo.10,Japan,Tokyo,12378
Tokyo.11,Japan,Tokyo,12949
Tokyo.12,Japan,Tokyo,12727
Tokyo.13,Japan,Tokyo,13194
Tokyo.14,Japan,Tokyo,10901
Tokyo.15,Japan,Tokyo,10888
Tokyo.16,Japan,Tokyo,12125
Tokyo.17,Japan,Tokyo,12074
Tokyo.18,Japan,Tokyo,12478
Tokyo.19,Japan,Tokyo,13092
Tokyo.20,Japan,Tokyo,11189
Tokyo.21,Japan,Tokyo,11416
Tokyo.22,Japan,Tokyo,11416
Tokyo.23,Japan,Tokyo,11772
Tokyo.24,Japan,Tokyo,11878
Tokyo.25,Japan,Tokyo,11966
Tokyo.26,Japan,Tokyo,11997
Tokyo.27,Japan,Tokyo,11966
Tokyo.28,Japan,Tokyo,12015
Tokyo.29,Japan,Tokyo,12260
Tokyo.30,Japan,Tokyo,12069
Tokyo.31,Japan,Tokyo,11836
Tokyo.32,Japan,Tokyo,12178
Tokyo.33,Japan,Tokyo,12567
Tokyo.34,Japan,Tokyo,12260
Tokyo.35,Japan,Tokyo,16277
Tokyo.36,Japan,Tokyo,10809
Tokyo.37,Japan,Tokyo,11001
Tokyo.38,Japan,Tokyo,11496
Tokyo.39,Japan,Tokyo,11409
Tokyo.40,Japan,Tokyo,11073
Tokyo.41,Japan,Tokyo,11212
Tokyo.42,Japan,Tokyo,10796
Tokyo.43,Japan,Tokyo,10796
Tokyo.44,Japan,Tokyo,10700
Tokyo.45,Japan,Tokyo,12166
Tokyo.46,Japan,Tokyo,12272
Tokyo.47,Japan,Tokyo,12047
Tokyo.48,Japan,Tokyo,10809
Tokyo.49,Japan,Tokyo,10706
Tokyo.50,Japan,Tokyo,10779
