UID,Country,City,Aridity_Index
Rancagua.1,Chile,Rancagua,3623
Rancagua.2,Chile,Rancagua,3623
Rancagua.3,Chile,Rancagua,3623
Rancagua.4,Chile,Rancagua,3581
Rancagua.5,Chile,Rancagua,3581
Rancagua.6,Chile,Rancagua,3581
Rancagua.7,Chile,Rancagua,3581
Rancagua.8,Chile,Rancagua,3540
Rancagua.9,Chile,Rancagua,3540
Rancagua.10,Chile,Rancagua,3540
Rancagua.11,Chile,Rancagua,3543
Rancagua.12,Chile,Rancagua,3523
Rancagua.13,Chile,Rancagua,3523
Rancagua.14,Chile,Rancagua,3495
Rancagua.15,Chile,Rancagua,3523
Rancagua.16,Chile,Rancagua,3495
Rancagua.17,Chile,Rancagua,3462
Rancagua.18,Chile,Rancagua,3462
Rancagua.19,Chile,Rancagua,3462
Rancagua.20,Chile,Rancagua,3483
Rancagua.21,Chile,Rancagua,3441
Rancagua.22,Chile,Rancagua,3441
Rancagua.23,Chile,Rancagua,3441
Rancagua.24,Chile,Rancagua,3439
Rancagua.25,Chile,Rancagua,3447
Rancagua.26,Chile,Rancagua,3439
Rancagua.27,Chile,Rancagua,3439
Rancagua.28,Chile,Rancagua,3668
Rancagua.29,Chile,Rancagua,3429
Rancagua.30,Chile,Rancagua,3537
Rancagua.31,Chile,Rancagua,3537
Rancagua.32,Chile,Rancagua,3537
Rancagua.33,Chile,Rancagua,3675
Rancagua.34,Chile,Rancagua,3675
Rancagua.35,Chile,Rancagua,3656
Rancagua.36,Chile,Rancagua,3407
Rancagua.37,Chile,Rancagua,3407
Rancagua.38,Chile,Rancagua,3465
Rancagua.39,Chile,Rancagua,3990
