UID,Country,City,Aridity_Index
Halifax.1,Canada,Halifax,16376
Halifax.2,Canada,Halifax,16675
Halifax.3,Canada,Halifax,16675
Halifax.4,Canada,Halifax,16813
Halifax.5,Canada,Halifax,16813
Halifax.6,Canada,Halifax,16893
Halifax.7,Canada,Halifax,16893
Halifax.8,Canada,Halifax,16902
Halifax.9,Canada,Halifax,16912
Halifax.10,Canada,Halifax,16912
Halifax.11,Canada,Halifax,16912
Halifax.12,Canada,Halifax,17051
Halifax.13,Canada,Halifax,17194
Halifax.14,Canada,Halifax,17314
Halifax.15,Canada,Halifax,17397
Halifax.16,Canada,Halifax,17397
Halifax.17,Canada,Halifax,17397
Halifax.18,Canada,Halifax,17435
Halifax.19,Canada,Halifax,17553
Halifax.20,Canada,Halifax,17553
Halifax.21,Canada,Halifax,17986
Halifax.22,Canada,Halifax,17986
Halifax.23,Canada,Halifax,17992
Halifax.24,Canada,Halifax,17992
Halifax.25,Canada,Halifax,17836
Halifax.26,Canada,Halifax,17727
Halifax.27,Canada,Halifax,17727
Halifax.28,Canada,Halifax,17516
Halifax.29,Canada,Halifax,17516
Halifax.30,Canada,Halifax,17516
Halifax.31,Canada,Halifax,17415
Halifax.32,Canada,Halifax,17562
Halifax.33,Canada,Halifax,17465
Halifax.34,Canada,Halifax,17188
Halifax.35,Canada,Halifax,17135
Halifax.36,Canada,Halifax,0
Halifax.37,Canada,Halifax,17022
