UID,Country,City,ISC_Mean
Jacksonville.1,USA,Jacksonville,0
Jacksonville.2,USA,Jacksonville,0
Jacksonville.3,USA,Jacksonville,0
Jacksonville.4,USA,Jacksonville,1.4509803921568627
Jacksonville.5,USA,Jacksonville,0
Jacksonville.6,USA,Jacksonville,17.47826086956522
Jacksonville.7,USA,Jacksonville,6.050980392156863
Jacksonville.8,USA,Jacksonville,25.976377952755904
Jacksonville.9,USA,Jacksonville,0
Jacksonville.10,USA,Jacksonville,0
Jacksonville.11,USA,Jacksonville,0
Jacksonville.12,USA,Jacksonville,5.76
Jacksonville.13,USA,Jacksonville,47.039370078740156
Jacksonville.14,USA,Jacksonville,45.622489959839356
Jacksonville.15,USA,Jacksonville,0
Jacksonville.16,USA,Jacksonville,0
Jacksonville.17,USA,Jacksonville,0.9841897233201581
Jacksonville.18,USA,Jacksonville,25.283464566929133
Jacksonville.19,USA,Jacksonville,4.988095238095238
Jacksonville.20,USA,Jacksonville,20.533333333333335
Jacksonville.21,USA,Jacksonville,7.81496062992126
Jacksonville.22,USA,Jacksonville,33.11857707509881
Jacksonville.23,USA,Jacksonville,0
Jacksonville.24,USA,Jacksonville,0
Jacksonville.25,USA,Jacksonville,0
Jacksonville.26,USA,Jacksonville,3.176470588235294
Jacksonville.27,USA,Jacksonville,20.298039215686273
Jacksonville.28,USA,Jacksonville,32.55686274509804
Jacksonville.29,USA,Jacksonville,1.5236220472440944
Jacksonville.30,USA,Jacksonville,0.4549019607843137
Jacksonville.31,USA,Jacksonville,0
Jacksonville.32,USA,Jacksonville,0
Jacksonville.33,USA,Jacksonville,0
Jacksonville.34,USA,Jacksonville,0.048
Jacksonville.35,USA,Jacksonville,0
Jacksonville.36,USA,Jacksonville,0
Jacksonville.37,USA,Jacksonville,0
Jacksonville.38,USA,Jacksonville,0
Jacksonville.39,USA,Jacksonville,0
Jacksonville.40,USA,Jacksonville,5.0234375
Jacksonville.41,USA,Jacksonville,1.1215686274509804
Jacksonville.42,USA,Jacksonville,3.537254901960784
Jacksonville.43,USA,Jacksonville,0
Jacksonville.44,USA,Jacksonville,0.12890625
Jacksonville.45,USA,Jacksonville,2.607843137254902
