UID,Country,City,ISC_Mean
Madison.1,USA,Madison,0
Madison.2,USA,Madison,1.6938775510204083
Madison.3,USA,Madison,3.1666666666666665
Madison.4,USA,Madison,0
Madison.5,USA,Madison,0
Madison.6,USA,Madison,6.707070707070707
Madison.7,USA,Madison,0
Madison.8,USA,Madison,5.702702702702703
Madison.9,USA,Madison,0.08843537414965986
Madison.10,USA,Madison,0
Madison.11,USA,Madison,0
Madison.12,USA,Madison,0
Madison.13,USA,Madison,0.003355704697986577
Madison.14,USA,Madison,11.764119601328904
Madison.15,USA,Madison,17.14
Madison.16,USA,Madison,28.923333333333332
Madison.17,USA,Madison,7.8361204013377925
Madison.18,USA,Madison,69.84615384615384
Madison.19,USA,Madison,20.466666666666665
Madison.20,USA,Madison,1.5880398671096345
Madison.21,USA,Madison,15.910596026490067
Madison.22,USA,Madison,0
Madison.23,USA,Madison,4.20655737704918
Madison.24,USA,Madison,31.07641196013289
Madison.25,USA,Madison,11.867109634551495
Madison.26,USA,Madison,42.05685618729097
Madison.27,USA,Madison,83.11036789297658
Madison.28,USA,Madison,14.983443708609272
Madison.29,USA,Madison,4.495081967213115
Madison.30,USA,Madison,0
Madison.31,USA,Madison,1.4485049833887043
Madison.32,USA,Madison,0.07868852459016394
Madison.33,USA,Madison,15.205980066445182
Madison.34,USA,Madison,3.1096345514950166
Madison.35,USA,Madison,42.27
Madison.36,USA,Madison,25.245847176079735
Madison.37,USA,Madison,0
Madison.38,USA,Madison,0
Madison.39,USA,Madison,0
Madison.40,USA,Madison,0
Madison.41,USA,Madison,0.6153846153846154
Madison.42,USA,Madison,0
Madison.43,USA,Madison,0
Madison.44,USA,Madison,4.1866666666666665
Madison.45,USA,Madison,24.790697674418606
Madison.46,USA,Madison,3.6821192052980134
Madison.47,USA,Madison,0.010067114093959731
Madison.48,USA,Madison,0
Madison.49,USA,Madison,0
Madison.50,USA,Madison,0.19798657718120805
Madison.51,USA,Madison,1.2651006711409396
