UID,Country,City,ISC_Mean
Lansing.1,USA,Lansing,0
Lansing.2,USA,Lansing,0
Lansing.3,USA,Lansing,0
Lansing.4,USA,Lansing,10.510135135135135
Lansing.5,USA,Lansing,8.736666666666666
Lansing.6,USA,Lansing,0
Lansing.7,USA,Lansing,18.175084175084177
Lansing.8,USA,Lansing,55.648829431438124
Lansing.9,USA,Lansing,5.835016835016835
Lansing.10,USA,Lansing,0
Lansing.11,USA,Lansing,0
Lansing.12,USA,Lansing,0
Lansing.13,USA,Lansing,3.272727272727273
Lansing.14,USA,Lansing,31.97986577181208
Lansing.15,USA,Lansing,30.278523489932887
Lansing.16,USA,Lansing,29.93581081081081
Lansing.17,USA,Lansing,6.11371237458194
Lansing.18,USA,Lansing,10.114864864864865
Lansing.19,USA,Lansing,12.573825503355705
Lansing.20,USA,Lansing,14.404761904761905
Lansing.21,USA,Lansing,11.753378378378379
Lansing.22,USA,Lansing,17.983164983164983
Lansing.23,USA,Lansing,13.61986301369863
Lansing.24,USA,Lansing,56.93877551020408
Lansing.25,USA,Lansing,21.01006711409396
Lansing.26,USA,Lansing,10.931972789115646
Lansing.27,USA,Lansing,1.2431506849315068
Lansing.28,USA,Lansing,0.22408026755852842
Lansing.29,USA,Lansing,0
Lansing.30,USA,Lansing,0
Lansing.31,USA,Lansing,16.751677852348994
Lansing.32,USA,Lansing,0
Lansing.33,USA,Lansing,10.812080536912752
Lansing.34,USA,Lansing,0
Lansing.35,USA,Lansing,0
Lansing.36,USA,Lansing,23.184563758389263
Lansing.37,USA,Lansing,0.9194630872483222
Lansing.38,USA,Lansing,0
Lansing.39,USA,Lansing,0
