UID,Country,City,ISC_Mean
Berlin.1,Germany,Berlin,0
Berlin.2,Germany,Berlin,0.5441595441595442
Berlin.3,Germany,Berlin,14.452247191011235
Berlin.4,Germany,Berlin,0
Berlin.5,Germany,Berlin,1.6827195467422096
Berlin.6,Germany,Berlin,0
Berlin.7,Germany,Berlin,27.547486033519554
Berlin.8,Germany,Berlin,26.831024930747922
Berlin.9,Germany,Berlin,8.192737430167599
Berlin.10,Germany,Berlin,67.36414565826331
Berlin.11,Germany,Berlin,43.84033613445378
Berlin.12,Germany,Berlin,0
Berlin.13,Germany,Berlin,0
Berlin.14,Germany,Berlin,26.511111111111113
Berlin.15,Germany,Berlin,24.583333333333332
Berlin.16,Germany,Berlin,15.12912087912088
Berlin.17,Germany,Berlin,58.22222222222222
Berlin.18,Germany,Berlin,64.50555555555556
Berlin.19,Germany,Berlin,32.141666666666666
Berlin.20,Germany,Berlin,10.5
Berlin.21,Germany,Berlin,0
Berlin.22,Germany,Berlin,0
Berlin.23,Germany,Berlin,0
Berlin.24,Germany,Berlin,28.3781512605042
Berlin.25,Germany,Berlin,62.2436974789916
Berlin.26,Germany,Berlin,0.06983240223463687
Berlin.27,Germany,Berlin,3.3753501400560224
Berlin.28,Germany,Berlin,0
Berlin.29,Germany,Berlin,5.27808988764045
Berlin.30,Germany,Berlin,7.375706214689266
Berlin.31,Germany,Berlin,1.0929577464788733
Berlin.32,Germany,Berlin,0
Berlin.33,Germany,Berlin,41.12011173184357
