UID,Country,City,ISC_Mean
Leuven.1,Belgium,Leuven,0.7514450867052023
Leuven.2,Belgium,Leuven,0
Leuven.3,Belgium,Leuven,0
Leuven.4,Belgium,Leuven,0
Leuven.5,Belgium,Leuven,29.526315789473685
Leuven.6,Belgium,Leuven,0.5335276967930029
Leuven.7,Belgium,Leuven,0
Leuven.8,Belgium,Leuven,3.1323529411764706
Leuven.9,Belgium,Leuven,65.86880466472303
Leuven.10,Belgium,Leuven,25.457478005865102
Leuven.11,Belgium,Leuven,0
Leuven.12,Belgium,Leuven,8.277777777777779
Leuven.13,Belgium,Leuven,29.44956772334294
Leuven.14,Belgium,Leuven,0
Leuven.15,Belgium,Leuven,17.77521613832853
Leuven.16,Belgium,Leuven,43.72334293948127
Leuven.17,Belgium,Leuven,78.37068965517241
Leuven.18,Belgium,Leuven,3.4927953890489913
Leuven.19,Belgium,Leuven,0
Leuven.20,Belgium,Leuven,0
Leuven.21,Belgium,Leuven,0
Leuven.22,Belgium,Leuven,0
Leuven.23,Belgium,Leuven,6.9678362573099415
Leuven.24,Belgium,Leuven,34.514619883040936
Leuven.25,Belgium,Leuven,44.59649122807018
Leuven.26,Belgium,Leuven,0
Leuven.27,Belgium,Leuven,0
Leuven.28,Belgium,Leuven,0
Leuven.29,Belgium,Leuven,3.5948275862068964
Leuven.30,Belgium,Leuven,0.3583815028901734
Leuven.31,Belgium,Leuven,6.360230547550432
Leuven.32,Belgium,Leuven,25.439306358381504
