UID,Country,City,ISC_Mean
Little_Rock.1,USA,Little_Rock,6.458646616541353
Little_Rock.2,USA,Little_Rock,0
Little_Rock.3,USA,Little_Rock,0
Little_Rock.4,USA,Little_Rock,0
Little_Rock.5,USA,Little_Rock,22.710526315789473
Little_Rock.6,USA,Little_Rock,15.634980988593156
Little_Rock.7,USA,Little_Rock,54.33712121212121
Little_Rock.8,USA,Little_Rock,3.430188679245283
Little_Rock.9,USA,Little_Rock,0
Little_Rock.10,USA,Little_Rock,0
Little_Rock.11,USA,Little_Rock,0
Little_Rock.12,USA,Little_Rock,19.846441947565545
Little_Rock.13,USA,Little_Rock,57.791044776119406
Little_Rock.14,USA,Little_Rock,28.746268656716417
Little_Rock.15,USA,Little_Rock,20.49812734082397
Little_Rock.16,USA,Little_Rock,12.055970149253731
Little_Rock.17,USA,Little_Rock,4.610486891385768
Little_Rock.18,USA,Little_Rock,11.864661654135338
Little_Rock.19,USA,Little_Rock,12.182835820895523
Little_Rock.20,USA,Little_Rock,15.488721804511279
Little_Rock.21,USA,Little_Rock,27.593984962406015
Little_Rock.22,USA,Little_Rock,1.4382022471910112
Little_Rock.23,USA,Little_Rock,0
Little_Rock.24,USA,Little_Rock,0
Little_Rock.25,USA,Little_Rock,0
Little_Rock.26,USA,Little_Rock,3.6197718631178706
Little_Rock.27,USA,Little_Rock,7.169172932330827
Little_Rock.28,USA,Little_Rock,10.912878787878787
Little_Rock.29,USA,Little_Rock,3.213740458015267
Little_Rock.30,USA,Little_Rock,0
Little_Rock.31,USA,Little_Rock,0.725925925925926
Little_Rock.32,USA,Little_Rock,0
Little_Rock.33,USA,Little_Rock,1.718045112781955
Little_Rock.34,USA,Little_Rock,0.007462686567164179
