UID,Country,City,ISC_Mean
Christchurch.1,New Zealand,Christchurch,0
Christchurch.2,New Zealand,Christchurch,0.1848184818481848
Christchurch.3,New Zealand,Christchurch,0
Christchurch.4,New Zealand,Christchurch,0
Christchurch.5,New Zealand,Christchurch,0
Christchurch.6,New Zealand,Christchurch,0
Christchurch.7,New Zealand,Christchurch,0
Christchurch.8,New Zealand,Christchurch,0
Christchurch.9,New Zealand,Christchurch,0
Christchurch.10,New Zealand,Christchurch,0
Christchurch.11,New Zealand,Christchurch,0
Christchurch.12,New Zealand,Christchurch,0
Christchurch.13,New Zealand,Christchurch,0
Christchurch.14,New Zealand,Christchurch,0.4752475247524752
Christchurch.15,New Zealand,Christchurch,0
Christchurch.16,New Zealand,Christchurch,0
Christchurch.17,New Zealand,Christchurch,4.62
Christchurch.18,New Zealand,Christchurch,0
Christchurch.19,New Zealand,Christchurch,0
Christchurch.20,New Zealand,Christchurch,0
Christchurch.21,New Zealand,Christchurch,0
Christchurch.22,New Zealand,Christchurch,93.92
Christchurch.23,New Zealand,Christchurch,55.10333333333333
Christchurch.24,New Zealand,Christchurch,53.159468438538205
Christchurch.25,New Zealand,Christchurch,0
Christchurch.26,New Zealand,Christchurch,0
Christchurch.27,New Zealand,Christchurch,0
Christchurch.28,New Zealand,Christchurch,0
Christchurch.29,New Zealand,Christchurch,7.2114093959731544
Christchurch.30,New Zealand,Christchurch,3.83
Christchurch.31,New Zealand,Christchurch,0
Christchurch.32,New Zealand,Christchurch,0
Christchurch.33,New Zealand,Christchurch,0
Christchurch.34,New Zealand,Christchurch,0
Christchurch.35,New Zealand,Christchurch,0
Christchurch.36,New Zealand,Christchurch,0
Christchurch.37,New Zealand,Christchurch,0
Christchurch.38,New Zealand,Christchurch,0.047619047619047616
Christchurch.39,New Zealand,Christchurch,0
