UID,Country,City,ISC_Mean
Edmonton.1,Canada,Edmonton,0
Edmonton.2,Canada,Edmonton,0
Edmonton.3,Canada,Edmonton,5.882513661202186
Edmonton.4,Canada,Edmonton,0
Edmonton.5,Canada,Edmonton,1.1703296703296704
Edmonton.6,Canada,Edmonton,0
Edmonton.7,Canada,Edmonton,0
Edmonton.8,Canada,Edmonton,0
Edmonton.9,Canada,Edmonton,81.14402173913044
Edmonton.10,Canada,Edmonton,55.16032608695652
Edmonton.11,Canada,Edmonton,53.482384823848236
Edmonton.12,Canada,Edmonton,50.8027027027027
Edmonton.13,Canada,Edmonton,0
Edmonton.14,Canada,Edmonton,0
Edmonton.15,Canada,Edmonton,0
Edmonton.16,Canada,Edmonton,0
Edmonton.17,Canada,Edmonton,30.15193370165746
Edmonton.18,Canada,Edmonton,30.55191256830601
Edmonton.19,Canada,Edmonton,45.76243093922652
Edmonton.20,Canada,Edmonton,17.013812154696133
Edmonton.21,Canada,Edmonton,54.92896174863388
Edmonton.22,Canada,Edmonton,0.3425414364640884
Edmonton.23,Canada,Edmonton,2.2624309392265194
Edmonton.24,Canada,Edmonton,0
Edmonton.25,Canada,Edmonton,3.2814207650273226
Edmonton.26,Canada,Edmonton,3.2459016393442623
Edmonton.27,Canada,Edmonton,32.99184782608695
Edmonton.28,Canada,Edmonton,85.88555858310627
Edmonton.29,Canada,Edmonton,42.335149863760215
Edmonton.30,Canada,Edmonton,57.65311653116531
Edmonton.31,Canada,Edmonton,44.317934782608695
Edmonton.32,Canada,Edmonton,62.75
Edmonton.33,Canada,Edmonton,6.4959128065395095
Edmonton.34,Canada,Edmonton,0
Edmonton.35,Canada,Edmonton,0
Edmonton.36,Canada,Edmonton,60.94579945799458
Edmonton.37,Canada,Edmonton,44.307277628032345
Edmonton.38,Canada,Edmonton,36.55135135135135
Edmonton.39,Canada,Edmonton,52.23913043478261
Edmonton.40,Canada,Edmonton,7.744623655913978
Edmonton.41,Canada,Edmonton,0
Edmonton.42,Canada,Edmonton,0
Edmonton.43,Canada,Edmonton,0
Edmonton.44,Canada,Edmonton,0
Edmonton.45,Canada,Edmonton,0
Edmonton.46,Canada,Edmonton,0
Edmonton.47,Canada,Edmonton,0
Edmonton.48,Canada,Edmonton,0
Edmonton.49,Canada,Edmonton,0
