UID,Country,City,ISC_Mean
Latacunga.1,Ecuador,Latacunga,0
Latacunga.2,Ecuador,Latacunga,0
Latacunga.3,Ecuador,Latacunga,0
Latacunga.4,Ecuador,Latacunga,0
Latacunga.5,Ecuador,Latacunga,0
Latacunga.6,Ecuador,Latacunga,0
Latacunga.7,Ecuador,Latacunga,0
Latacunga.8,Ecuador,Latacunga,8.950226244343892
Latacunga.9,Ecuador,Latacunga,0
Latacunga.10,Ecuador,Latacunga,0
Latacunga.11,Ecuador,Latacunga,0
Latacunga.12,Ecuador,Latacunga,0
Latacunga.13,Ecuador,Latacunga,0
Latacunga.14,Ecuador,Latacunga,0
Latacunga.15,Ecuador,Latacunga,0
Latacunga.16,Ecuador,Latacunga,0
Latacunga.17,Ecuador,Latacunga,0
Latacunga.18,Ecuador,Latacunga,0
Latacunga.19,Ecuador,Latacunga,0
Latacunga.20,Ecuador,Latacunga,0
Latacunga.21,Ecuador,Latacunga,0
Latacunga.22,Ecuador,Latacunga,0
Latacunga.23,Ecuador,Latacunga,0
Latacunga.24,Ecuador,Latacunga,16.289592760180994
Latacunga.25,Ecuador,Latacunga,0
Latacunga.26,Ecuador,Latacunga,0
Latacunga.27,Ecuador,Latacunga,3.4065420560747666
Latacunga.28,Ecuador,Latacunga,0
Latacunga.29,Ecuador,Latacunga,0
Latacunga.30,Ecuador,Latacunga,0
Latacunga.31,Ecuador,Latacunga,0
Latacunga.32,Ecuador,Latacunga,0
Latacunga.33,Ecuador,Latacunga,0
Latacunga.34,Ecuador,Latacunga,0
Latacunga.35,Ecuador,Latacunga,0
Latacunga.36,Ecuador,Latacunga,0
Latacunga.37,Ecuador,Latacunga,0
Latacunga.38,Ecuador,Latacunga,0
Latacunga.39,Ecuador,Latacunga,0
Latacunga.40,Ecuador,Latacunga,0
