UID,Country,City,ISC_Mean
Moncton.1,Canada,Moncton,26.46794871794872
Moncton.2,Canada,Moncton,12.490445859872612
Moncton.3,Canada,Moncton,7.210862619808307
Moncton.4,Canada,Moncton,3.6677215189873418
Moncton.5,Canada,Moncton,0
Moncton.6,Canada,Moncton,1.6012658227848102
Moncton.7,Canada,Moncton,15.256410256410257
Moncton.8,Canada,Moncton,0
Moncton.9,Canada,Moncton,17.20886075949367
Moncton.10,Canada,Moncton,0
Moncton.11,Canada,Moncton,0.056962025316455694
Moncton.12,Canada,Moncton,3.4082278481012658
Moncton.13,Canada,Moncton,0
Moncton.14,Canada,Moncton,0
Moncton.15,Canada,Moncton,4.819620253164557
Moncton.16,Canada,Moncton,0
Moncton.17,Canada,Moncton,5.939873417721519
Moncton.18,Canada,Moncton,3
Moncton.19,Canada,Moncton,5.394984326018808
Moncton.20,Canada,Moncton,0.38095238095238093
Moncton.21,Canada,Moncton,55.798107255520506
Moncton.22,Canada,Moncton,12.16139240506329
Moncton.23,Canada,Moncton,9.149206349206349
Moncton.24,Canada,Moncton,0
Moncton.25,Canada,Moncton,0
Moncton.26,Canada,Moncton,0
Moncton.27,Canada,Moncton,12.87220447284345
Moncton.28,Canada,Moncton,0
Moncton.29,Canada,Moncton,0
Moncton.30,Canada,Moncton,0.031746031746031744
Moncton.31,Canada,Moncton,0
Moncton.32,Canada,Moncton,4.5886075949367084
Moncton.33,Canada,Moncton,0.0877742946708464
Moncton.34,Canada,Moncton,0
Moncton.35,Canada,Moncton,2.251592356687898
Moncton.36,Canada,Moncton,2.0345911949685536
Moncton.37,Canada,Moncton,1.8952380952380952
