UID,Country,City,ISC_Mean
Houston.1,USA,Houston,0
Houston.2,USA,Houston,0
Houston.3,USA,Houston,31.4251968503937
Houston.4,USA,Houston,0
Houston.5,USA,Houston,0
Houston.6,USA,Houston,0
Houston.7,USA,Houston,0
Houston.8,USA,Houston,49.596
Houston.9,USA,Houston,0
Houston.10,USA,Houston,0
Houston.11,USA,Houston,0
Houston.12,USA,Houston,0
Houston.13,USA,Houston,4.231372549019608
Houston.14,USA,Houston,23.717131474103585
Houston.15,USA,Houston,0
Houston.16,USA,Houston,0
Houston.17,USA,Houston,38.03629032258065
Houston.18,USA,Houston,3.90234375
Houston.19,USA,Houston,8.566265060240964
Houston.20,USA,Houston,0
Houston.21,USA,Houston,1.8582995951417005
Houston.22,USA,Houston,0
Houston.23,USA,Houston,0.6245059288537549
Houston.24,USA,Houston,4.704
Houston.25,USA,Houston,0
Houston.26,USA,Houston,38.780392156862746
Houston.27,USA,Houston,0
Houston.28,USA,Houston,21.88
Houston.29,USA,Houston,0
Houston.30,USA,Houston,0
Houston.31,USA,Houston,0
Houston.32,USA,Houston,0
Houston.33,USA,Houston,0
Houston.34,USA,Houston,27.932539682539684
Houston.35,USA,Houston,0
Houston.36,USA,Houston,0.0963855421686747
Houston.37,USA,Houston,0
Houston.38,USA,Houston,0
