UID,Country,City,Distance
Lansing.1,USA,Lansing,2.888053274259241
Lansing.2,USA,Lansing,9.757104278399991
Lansing.3,USA,Lansing,11.814883988729884
Lansing.4,USA,Lansing,4.311749505250073
Lansing.5,USA,Lansing,14.075423151486328
Lansing.6,USA,Lansing,12.709047419632919
Lansing.7,USA,Lansing,12.763131411063629
Lansing.8,USA,Lansing,11.558536658576374
Lansing.9,USA,Lansing,10.769569643499626
Lansing.10,USA,Lansing,9.011368006699003
Lansing.11,USA,Lansing,8.734919201656954
Lansing.12,USA,Lansing,5.772994246423824
Lansing.13,USA,Lansing,9.093352293308124
Lansing.14,USA,Lansing,8.5231862409970791
Lansing.15,USA,Lansing,14.242410144540413
Lansing.16,USA,Lansing,14.354857009604528
Lansing.17,USA,Lansing,6.992245110131139
Lansing.18,USA,Lansing,12.775365334289713
Lansing.19,USA,Lansing,13.754613854250376
Lansing.20,USA,Lansing,13.534390724070658
Lansing.21,USA,Lansing,9.809519329137947
Lansing.22,USA,Lansing,9.843127147273572
Lansing.23,USA,Lansing,8.28430990819746
Lansing.24,USA,Lansing,13.59984812875908
Lansing.25,USA,Lansing,12.55519719095426
Lansing.26,USA,Lansing,14.451858726716583
Lansing.27,USA,Lansing,13.698979924094616
Lansing.28,USA,Lansing,13.24271180128117
Lansing.29,USA,Lansing,14.765648589963309
Lansing.30,USA,Lansing,13.040683702077276
Lansing.31,USA,Lansing,14.060219239988108
Lansing.32,USA,Lansing,6.8306210644211856
Lansing.33,USA,Lansing,8.133616442188877
Lansing.34,USA,Lansing,6.199965084131659
Lansing.35,USA,Lansing,7.602645219658093
Lansing.36,USA,Lansing,9.11236747272719
Lansing.37,USA,Lansing,13.76389188986227
Lansing.38,USA,Lansing,10.941351509460732
Lansing.39,USA,Lansing,14.632987740634116
Lansing.40,USA,Lansing,14.38882654480568
