UID,Country,City,Distance
Morelia.1,Mexico,Morelia,8.305105198158756
Morelia.2,Mexico,Morelia,6.355515141436024
Morelia.3,Mexico,Morelia,4.283734697196625
Morelia.4,Mexico,Morelia,9.413511373239954
Morelia.5,Mexico,Morelia,6.003099900456851
Morelia.6,Mexico,Morelia,6.9522507415962265
Morelia.7,Mexico,Morelia,7.996829662790204
Morelia.8,Mexico,Morelia,2.2680628972007852
Morelia.9,Mexico,Morelia,9.926547873072575
Morelia.10,Mexico,Morelia,10.486088517625204
Morelia.11,Mexico,Morelia,10.5815883871945
Morelia.12,Mexico,Morelia,8.42577143083054
Morelia.13,Mexico,Morelia,7.968920400924377
Morelia.14,Mexico,Morelia,8.058075272955916
Morelia.15,Mexico,Morelia,5.286554103810932
Morelia.16,Mexico,Morelia,1.4784142382030132
Morelia.17,Mexico,Morelia,10.096936394062837
Morelia.18,Mexico,Morelia,3.513090978959599
Morelia.19,Mexico,Morelia,10.305958367506276
Morelia.20,Mexico,Morelia,8.275189524765189
Morelia.21,Mexico,Morelia,4.798637239241626
Morelia.22,Mexico,Morelia,7.878202246439938
Morelia.23,Mexico,Morelia,8.269835294070774
Morelia.24,Mexico,Morelia,8.96509751803496
Morelia.25,Mexico,Morelia,8.674795772642542
Morelia.26,Mexico,Morelia,0.94077338094582
Morelia.27,Mexico,Morelia,9.596365576801167
Morelia.28,Mexico,Morelia,1.9546579417923635
Morelia.29,Mexico,Morelia,10.673000295475532
Morelia.30,Mexico,Morelia,6.380655418374696
Morelia.31,Mexico,Morelia,7.494040384863308
Morelia.32,Mexico,Morelia,5.722058559590679
Morelia.33,Mexico,Morelia,3.304325704350869
Morelia.34,Mexico,Morelia,8.069227058352233
Morelia.35,Mexico,Morelia,8.574390445791156
Morelia.36,Mexico,Morelia,8.963781375440748
Morelia.37,Mexico,Morelia,10.256133117397825
Morelia.38,Mexico,Morelia,7.990090693929395
Morelia.39,Mexico,Morelia,10.752060776281585
Morelia.40,Mexico,Morelia,9.565536314068831
