UID,Country,City,Aridity_Index
Baltimore.1,USA,Baltimore,7712
Baltimore.2,USA,Baltimore,7770
Baltimore.3,USA,Baltimore,7645
Baltimore.4,USA,Baltimore,7657
Baltimore.5,USA,Baltimore,7770
Baltimore.6,USA,Baltimore,7839
Baltimore.7,USA,Baltimore,7842
Baltimore.8,USA,Baltimore,7956
Baltimore.9,USA,Baltimore,7965
Baltimore.10,USA,Baltimore,8042
Baltimore.11,USA,Baltimore,8168
Baltimore.12,USA,Baltimore,8193
Baltimore.13,USA,Baltimore,8392
Baltimore.14,USA,Baltimore,8457
Baltimore.15,USA,Baltimore,8478
Baltimore.16,USA,Baltimore,8616
Baltimore.17,USA,Baltimore,8651
Baltimore.18,USA,Baltimore,8625
Baltimore.20,USA,Baltimore,8777
Baltimore.21,USA,Baltimore,8762
Baltimore.22,USA,Baltimore,8895
Baltimore.23,USA,Baltimore,8854
Baltimore.24,USA,Baltimore,8815
Baltimore.25,USA,Baltimore,8751
Baltimore.26,USA,Baltimore,8772
Baltimore.27,USA,Baltimore,8874
Baltimore.28,USA,Baltimore,8955
Baltimore.29,USA,Baltimore,8989
Baltimore.30,USA,Baltimore,8934
Baltimore.31,USA,Baltimore,8809
Baltimore.32,USA,Baltimore,8705
Baltimore.33,USA,Baltimore,8602
Baltimore.34,USA,Baltimore,8671
Baltimore.35,USA,Baltimore,8639
Baltimore.36,USA,Baltimore,8488
Baltimore.37,USA,Baltimore,8492
Baltimore.38,USA,Baltimore,8500
Baltimore.39,USA,Baltimore,8448
Baltimore.40,USA,Baltimore,8420
