UID,Country,City,Aridity_Index
Halle.1,Germany,Halle,5805
Halle.2,Germany,Halle,5805
Halle.3,Germany,Halle,5674
Halle.4,Germany,Halle,5674
Halle.5,Germany,Halle,5674
Halle.6,Germany,Halle,5674
Halle.7,Germany,Halle,5828
Halle.8,Germany,Halle,5820
Halle.9,Germany,Halle,5820
Halle.10,Germany,Halle,5820
Halle.11,Germany,Halle,5885
Halle.12,Germany,Halle,5885
Halle.13,Germany,Halle,5885
Halle.14,Germany,Halle,5918
Halle.15,Germany,Halle,5918
Halle.16,Germany,Halle,5918
Halle.17,Germany,Halle,5918
Halle.18,Germany,Halle,5853
Halle.19,Germany,Halle,5867
Halle.20,Germany,Halle,5867
Halle.21,Germany,Halle,5867
Halle.22,Germany,Halle,5941
Halle.23,Germany,Halle,5941
Halle.24,Germany,Halle,5941
Halle.25,Germany,Halle,6066
Halle.26,Germany,Halle,6066
Halle.27,Germany,Halle,6079
Halle.28,Germany,Halle,6139
Halle.29,Germany,Halle,6139
Halle.30,Germany,Halle,6139
Halle.31,Germany,Halle,6253
Halle.32,Germany,Halle,6253
Halle.33,Germany,Halle,6253
Halle.34,Germany,Halle,6332
Halle.35,Germany,Halle,6332
Halle.36,Germany,Halle,6332
Halle.37,Germany,Halle,6407
Halle.38,Germany,Halle,6399
Halle.39,Germany,Halle,6426
Halle.40,Germany,Halle,6426
