UID,Country,City,Aridity_Index
Charlottetown.1,Canada,Charlottetown,0
Charlottetown.2,Canada,Charlottetown,14643
Charlottetown.3,Canada,Charlottetown,14643
Charlottetown.4,Canada,Charlottetown,14643
Charlottetown.5,Canada,Charlottetown,14652
Charlottetown.6,Canada,Charlottetown,14550
Charlottetown.7,Canada,Charlottetown,14550
Charlottetown.8,Canada,Charlottetown,14623
Charlottetown.9,Canada,Charlottetown,14623
Charlottetown.10,Canada,Charlottetown,14623
Charlottetown.11,Canada,Charlottetown,14522
Charlottetown.12,Canada,Charlottetown,14529
Charlottetown.13,Canada,Charlottetown,14529
Charlottetown.14,Canada,Charlottetown,14529
Charlottetown.15,Canada,Charlottetown,14394
Charlottetown.16,Canada,Charlottetown,14387
Charlottetown.17,Canada,Charlottetown,14404
Charlottetown.18,Canada,Charlottetown,14404
Charlottetown.19,Canada,Charlottetown,14404
Charlottetown.20,Canada,Charlottetown,14307
Charlottetown.21,Canada,Charlottetown,14307
Charlottetown.22,Canada,Charlottetown,14406
Charlottetown.23,Canada,Charlottetown,14406
Charlottetown.24,Canada,Charlottetown,14525
Charlottetown.25,Canada,Charlottetown,14525
Charlottetown.26,Canada,Charlottetown,14546
Charlottetown.27,Canada,Charlottetown,14522
Charlottetown.28,Canada,Charlottetown,14522
Charlottetown.29,Canada,Charlottetown,14522
Charlottetown.30,Canada,Charlottetown,14555
Charlottetown.31,Canada,Charlottetown,14555
Charlottetown.32,Canada,Charlottetown,14514
Charlottetown.33,Canada,Charlottetown,14514
Charlottetown.34,Canada,Charlottetown,14514
Charlottetown.35,Canada,Charlottetown,14622
Charlottetown.36,Canada,Charlottetown,14622
Charlottetown.37,Canada,Charlottetown,14622
Charlottetown.38,Canada,Charlottetown,14648
Charlottetown.39,Canada,Charlottetown,14648
Charlottetown.40,Canada,Charlottetown,14648
Charlottetown.41,Canada,Charlottetown,14614
Charlottetown.42,Canada,Charlottetown,14614
Charlottetown.43,Canada,Charlottetown,14614
Charlottetown.44,Canada,Charlottetown,14549
Charlottetown.45,Canada,Charlottetown,14581
