UID,Country,City,Aridity_Index
Wuhan.1,China,Wuhan,10112
Wuhan.2,China,Wuhan,10222
Wuhan.3,China,Wuhan,10208
Wuhan.4,China,Wuhan,10176
Wuhan.5,China,Wuhan,10176
Wuhan.6,China,Wuhan,10065
Wuhan.7,China,Wuhan,10183
Wuhan.8,China,Wuhan,10114
Wuhan.9,China,Wuhan,10499
Wuhan.10,China,Wuhan,10507
Wuhan.11,China,Wuhan,10479
Wuhan.12,China,Wuhan,10479
Wuhan.13,China,Wuhan,10481
Wuhan.14,China,Wuhan,10481
Wuhan.15,China,Wuhan,10389
Wuhan.16,China,Wuhan,10435
Wuhan.17,China,Wuhan,10435
Wuhan.18,China,Wuhan,10435
Wuhan.19,China,Wuhan,10426
Wuhan.20,China,Wuhan,10426
Wuhan.21,China,Wuhan,10412
Wuhan.22,China,Wuhan,10425
Wuhan.23,China,Wuhan,10425
Wuhan.24,China,Wuhan,10432
Wuhan.25,China,Wuhan,10471
Wuhan.26,China,Wuhan,10454
Wuhan.27,China,Wuhan,10454
Wuhan.28,China,Wuhan,10454
Wuhan.29,China,Wuhan,10412
Wuhan.30,China,Wuhan,10389
Wuhan.31,China,Wuhan,10065
Wuhan.32,China,Wuhan,9975
Wuhan.33,China,Wuhan,10176
Wuhan.34,China,Wuhan,10208
Wuhan.35,China,Wuhan,10208
Wuhan.36,China,Wuhan,10208
Wuhan.37,China,Wuhan,10239
Wuhan.38,China,Wuhan,10239
Wuhan.39,China,Wuhan,10239
Wuhan.40,China,Wuhan,10239
Wuhan.41,China,Wuhan,10292
